target_line,group_id,point_id,x,y,z,rx,ry,rz,speed,is_discontinuous,coordinate_frame,base_normal_error_mm,base_x_actual_mm,standoff_mm,base_height_mm,lift_mm
1,106,1,0.0038969823037071638,-0.28469638725740004,0.38505876695338137,-1.5706645034461153,-0.029217719133221021,3.1370802817754595,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,50,652,0
1,106,2,-0.026012241452444407,-0.28478063129444842,0.38532728962991558,-1.5706227534619275,-0.027531909964522372,3.135287498418319,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,50,652,0
1,106,3,-0.055921466362757632,-0.28486488271371346,0.38559550985000501,-1.570587054111571,-0.025845981016354047,3.1334950150072745,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,50,652,0
1,106,4,-0.085810065192262197,-0.28484809542113981,0.38586010279030064,-1.5705265808073925,-0.026181298298876055,3.1312888381416135,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,50,652,0
1,106,5,-0.11568292739359376,-0.28475422692329544,0.38612170671742402,-1.5704364694616468,-0.028058441536076062,3.1287663947266524,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,50,652,0
1,106,6,-0.1455557931280087,-0.28466037538179717,0.38638281705464461,-1.5703368763394554,-0.029935044507568787,3.126243318604419,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,50,652,0
1,106,7,-0.17542866426187276,-0.28456654218727201,0.38664343386858302,-1.5702278008962467,-0.031811050046145706,3.1237195778212281,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,50,652,0
1,106,8,-0.20528358470256269,-0.28450762425668247,0.38717470239291951,-1.5701150930861552,-0.032988075179663845,3.1209409328363646,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,50,652,0
1,106,9,-0.23511482546765761,-0.28449475505325716,0.38806314988139534,-1.5700062649656452,-0.033243247704538348,3.1178266618845596,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,50,652,0
1,106,10,-0.26494607691473893,-0.28448190307000226,0.38895111065895577,-1.5698958468953688,-0.033497717640727176,3.1147122659243136,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,50,652,0
1,106,11,-0.29477734131601285,-0.28446906849487436,0.3898385847855278,-1.5697838437915337,-0.033751473853721237,3.1115977593756794,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,50,652,0
1,106,12,-0.32460862094330878,-0.28445625151532139,0.39072557233526251,-1.569670260662674,-0.034004505250119221,3.1084831566719,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,50,652,0
1,106,13,-0.35409558098374672,-0.28465965840908564,0.39174876829079835,-1.569508555516604,-0.029925227784176833,3.0985797871468588,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,50,652,0
1,106,14,-0.38390997168289287,-0.284627357274777,0.39316664407141255,-1.5693878319189931,-0.030566810037315317,3.0955388101969907,30,0.000000000000000000e+00,zone_bc_work_m_v1,0,-1610,50,652,0
